curr_state	curr_action	next_reward	next_state	old_value	new_value
70	1	0	76	0.9344491371751258	0.9354404543786716
76	3	0	88	0.9539013224349334	0.954398326242341
88	2	0	97	0.9685569298070806	0.968711277721863
97	3	0	109	0.9798994029847528	0.9799157555510101
109	1	0	115	0.9899625541892177	0.9899655561004606
115	3	1	127	0.9999924982844907	0.9999932484593598
127	3	0	11	3.351675671333041e-11	4.2553915108184157e-11
11	2	0	20	1.2513973804229078e-10	1.506708234336249e-10
20	2	0	29	3.84293527227911e-10	4.965177707028165e-10
29	3	0	41	1.5217534969464308e-09	1.9049645610888886e-09
41	1	0	47	5.407943574112128e-09	7.694787290541731e-09
47	3	0	59	2.629437759585223e-10	7.367765782668328e-10
59	3	0	71	5.051789696001643e-09	9.489237110295117e-09
71	2	0	80	4.992551902922867e-08	1.4361705978503785e-07
80	0	0	83	7.681592904730542e-10	1.7428300472246526e-08
83	2	0	92	1.6906017283657351e-07	3.522514699842797e-07
92	1	0	98	2.021184994256197e-06	2.2469722664161674e-06
98	3	0	110	4.322280521066566e-06	5.165960960999415e-06
110	3	0	122	1.288796456605561e-05	1.4818137086543954e-05
122	2	0	3	3.251483815246368e-05	3.633633846483242e-05
3	3	0	15	7.144428411732434e-05	8.24752103414394e-05
15	2	0	24	0.00018358944076613638	0.0001989207477716933
24	1	0	30	0.00034030556648657147	0.00037663644515221063
30	2	0	39	0.0007107215688312761	0.000809600081719186
39	3	0	51	0.0017166734320306822	0.0019070665497280344
51	0	0	54	3.574111316360766e-05	9.270610554938377e-05
54	1	0	60	0.0006115060980013826	0.0013304940167159175
60	3	0	72	0.0014171153082241658	0.002076749571092112
72	2	0	81	0.008094401956468308	0.0101804003882852
81	2	0	90	0.029246854822865875	0.03439476983502994
90	3	0	102	0.08154141913586516	0.08633088037548185
102	1	0	108	0.1307434661939719	0.13680070053402782
108	3	0	120	0.19324829251972847	0.2000172716290438
120	2	0	1	0.26357382183119377	0.27417616321524113
1	0	0	4	0.01753287874914506	0.03158283517142649
4	2	0	13	0.15962873027470637	0.19225402815990902
13	0	0	16	0.4907896051785182	0.5019889544174585
16	1	0	22	0.02180353636612539	0.05500617834272835
22	1	0	28	0.3574039960930859	0.392471214515102
28	3	0	40	0.7152284649628756	0.722194286655595
40	3	0	52	0.7928148301919896	0.7998666273907871
52	2	0	61	0.8720533355353174	0.8749528134539302
61	2	0	70	0.9101496108297422	0.9117432547302565
70	1	0	76	0.9354404543786716	0.9363818432387963
76	3	0	88	0.954398326242341	0.9548609101125713
88	2	0	97	0.968711277721863	0.9688518097492267
97	3	0	109	0.9799157555510101	0.9799307700498546
109	1	0	115	0.9899655561004606	0.9899683320878911
115	3	1	127	0.9999932484593598	0.9999939236176366
127	3	0	11	4.2553915108184157e-11	5.321493511729461e-11
11	3	0	23	8.651958865597972e-17	2.6107264019329136e-12
23	1	0	29	2.6370187215183062e-11	2.1232466004146475e-10
29	3	0	41	1.9049645610888886e-09	2.4762520467436313e-09
41	1	0	47	7.694787290541731e-09	9.752946635328374e-09
47	2	0	56	2.8562000745866827e-08	3.648497984114385e-08
56	3	0	68	1.0888059767539092e-07	1.2755447676117172e-07
68	3	0	80	2.986054429628271e-07	3.674289913252764e-07
80	3	0	92	9.96809016754869e-07	1.1195783694545827e-06
92	1	0	98	2.2469722664161674e-06	2.5337051749134928e-06
98	2	0	107	1.0076642363181297e-10	1.2480987538689714e-08
107	3	0	119	1.2515452280223316e-07	2.2732534284126143e-06
119	3	0	3	2.1824387453440452e-05	2.7806994531898907e-05
3	3	0	15	8.24752103414394e-05	9.39208433366931e-05
15	2	0	24	0.0001989207477716933	0.00021631568106459282
24	1	0	30	0.00037663644515221063	0.000419123208727189
30	3	0	42	2.772993612052862e-05	7.487459500555625e-05
42	2	0	51	0.0005042187120917221	0.0008158573017829703
51	2	0	60	0.003657176372731519	0.00407159726397304
60	0	0	63	2.8308564729934034e-05	0.00021358961008294706
63	0	0	66	0.001900120220464711	0.003829963436151192
66	3	0	78	0.02141267916901972	0.023795571785747562
78	3	0	90	0.04569859124878602	0.04967548928108012
90	3	0	102	0.08633088037548185	0.09124106169080243
102	1	0	108	0.13680070053402782	0.14292234037190038
108	3	0	120	0.2000172716290438	0.20715898462444832
120	1	0	126	0.009583203137971109	0.01272719700067668
126	0	0	1	5.210109574584298e-12	0.036959723571855854
1	3	0	13	0.3733305410824925	0.38569439346157164
13	3	0	25	0.022956157056512775	0.041939533437191465
25	1	0	31	0.005554233864055792	0.03236655043869443
31	2	0	40	0.2764418177883254	0.3279844321211808
40	3	0	52	0.7998666273907871	0.8065002931836475
52	2	0	61	0.8749528134539302	0.8777201143268325
61	1	0	67	0.14402068959858405	0.1795817214026226
67	2	0	76	0.5046777854939086	0.5487412370456624
76	3	0	88	0.9548609101125713	0.9552911482664876
88	0	0	91	0.17559321588904442	0.20805698547778267
91	2	0	100	0.5052837492691181	0.54204981738823
100	3	0	112	0.04246823876020912	0.08230147975363132
112	1	0	118	0.44525318049942536	0.4950648350395242
118	3	0	2	0.0	3.070655336137689e-14
2	3	0	14	0.0	6.416000725812305e-13
14	3	0	26	6.480808813951823e-12	4.245164952258224e-11
26	3	0	38	3.6988809686894547e-10	7.349994918071862e-10
38	2	0	47	4.06161822853672e-09	7.267469409956289e-09
47	2	0	56	3.648497984114385e-08	4.546437505638546e-08
56	3	0	68	1.2755447676117172e-07	1.511744992262569e-07
68	3	0	80	3.674289913252764e-07	4.4152435076875244e-07
80	3	0	92	1.1195783694545827e-06	1.2584573448255602e-06
92	1	0	98	2.5337051749134928e-06	2.7917647925610855e-06
98	2	0	107	1.2480987538689714e-08	2.3628497819766957e-07
107	1	0	113	0.0	1.9211941415301263e-07
113	1	0	119	1.9406001429597235e-06	4.499432587321743e-06
119	3	0	3	2.7806994531898907e-05	3.432445856904163e-05
3	3	0	15	9.39208433366931e-05	0.00010594401142841847
15	2	0	24	0.00021631568106459282	0.00023617731062212526
24	1	0	30	0.000419123208727189	0.00045736129594466953
30	2	0	39	0.000809600081719186	0.0009174396619703428
39	1	0	45	4.238697332522366e-08	3.3336068123517583e-05
45	1	0	51	0.0003363426247224736	0.0007057964913835573
51	2	0	60	0.00407159726397304	0.00444457606609041
60	1	0	66	0.007880187156713871	0.009447930047831492
66	3	0	78	0.023795571785747562	0.02633388804599974
78	3	0	90	0.04967548928108012	0.05374080546036155
90	3	0	102	0.09124106169080243	0.09626626721854033
102	3	0	114	0.0005994629978148213	0.0032825465701190864
114	1	0	120	0.027707372445310574	0.05208007535908839
120	2	0	1	0.27417616321524113	0.2849422918464126
1	0	0	4	0.03158283517142649	0.047457700442114836
4	2	0	13	0.19225402815990902	0.22272553183124652
13	0	0	16	0.5019889544174585	0.5120683687325047
16	3	0	28	0.6088718157251725	0.6194818685315591
28	3	0	40	0.722194286655595	0.7298183870152166
40	3	0	52	0.8065002931836475	0.8127445551836392
52	2	0	61	0.8777201143268325	0.8802106851124446
61	2	0	70	0.9117432547302565	0.9132707317378717
70	1	0	76	0.9363818432387963	0.937317482593299
76	3	0	88	0.9552911482664876	0.9556783626050123
88	2	0	97	0.9688518097492267	0.9689797750092396
97	3	0	109	0.9799307700498546	0.9799445579215704
109	1	0	115	0.9899683320878911	0.9899708973172481
115	3	1	127	0.9999939236176366	0.9999945312611412
127	3	0	11	5.321493511729461e-11	6.280985312549401e-11
11	2	0	20	1.506708234336249e-10	1.8475900038984126e-10
20	2	0	29	4.965177707028165e-10	6.920149462601544e-10
29	1	0	35	4.229451308510005e-13	8.119814522234532e-12
35	0	0	38	7.817337277241042e-11	7.898355070808421e-10
38	2	0	47	7.267469409956289e-09	1.104169559954282e-08
47	2	0	56	4.546437505638546e-08	5.588421297414635e-08
56	3	0	68	1.511744992262569e-07	1.7976796002973772e-07
68	3	0	80	4.4152435076875244e-07	5.219591928296076e-07
80	3	0	92	1.2584573448255602e-06	1.4089963248065517e-06
92	1	0	98	2.7917647925610855e-06	3.024018448443919e-06
98	3	0	110	5.165960960999415e-06	6.116360436467325e-06
110	3	0	122	1.4818137086543954e-05	1.693362088590797e-05
122	2	0	3	3.633633846483242e-05	4.3191161749762605e-05
3	3	0	15	0.00010594401142841847	0.00011873116403716703
15	2	0	24	0.00023617731062212526	0.000257838347858435
24	1	0	30	0.00045736129594466953	0.0005024516928852665
30	2	0	39	0.0009174396619703428	0.001014495284196384
39	3	0	51	0.0019070665497280344	0.0021563729252981815
51	2	0	60	0.00444457606609041	0.004935463534216687
60	1	0	66	0.009447930047831492	0.011110191959602318
66	3	0	78	0.02633388804599974	0.029020838981975557
78	3	0	90	0.05374080546036155	0.05789708536896089
90	2	0	99	0.00099970864292834	0.0025481531081710767
99	2	0	108	0.016650659894298692	0.0354943333826892
108	2	0	117	0.00542381251348209	0.012259672318357864
117	3	0	1	0.07452768743660589	0.10525866364564089
1	3	0	13	0.38569439346157164	0.3978197226199324
13	0	0	16	0.5120683687325047	0.5221902368438786
16	3	0	28	0.6194818685315591	0.6297857019929096
28	3	0	40	0.7298183870152166	0.7372982592768752
40	3	0	52	0.8127445551836392	0.8186109574914073
52	2	0	61	0.8802106851124446	0.8826034190432495
61	2	0	70	0.9132707317378717	0.9147380893408211
70	0	0	73	0.10844970654863184	0.14090029422035427
73	3	0	85	0.43732887198571313	0.47005306185751666
85	2	0	94	0.0	0.05401541897475823
94	0	0	97	0.5456102926743255	0.5880637746411284
97	3	0	109	0.9799445579215704	0.979957220963821
109	1	0	115	0.9899708973172481	0.9899732661803763
115	3	1	127	0.9999945312611412	0.9999950781412453
127	3	0	11	6.280985312549401e-11	7.48200088515389e-11
11	2	0	20	1.8475900038984126e-10	2.3479258003061244e-10
20	2	0	29	6.920149462601544e-10	8.679624042617585e-10
29	1	0	35	8.119814522234532e-12	8.550154827101445e-11
35	2	0	44	4.075430627074996e-16	3.215258770168264e-10
44	3	0	56	3.247732426546161e-09	2.0719987226835578e-08
56	0	0	59	1.6722913868369679e-15	9.39435978981465e-10
59	3	0	71	9.489237110295117e-09	2.2758402317984354e-08
71	0	0	74	2.751036645764187e-10	1.0298304294238363e-08
74	3	0	86	0.0	1.0436814051441793e-08
86	3	0	98	1.054223641559777e-07	7.003998109506451e-07
98	3	0	110	6.116360436467325e-06	7.181152860525481e-06
110	3	0	122	1.693362088590797e-05	1.951618381054367e-05
122	2	0	3	4.3191161749762605e-05	5.062643081446588e-05
3	3	0	15	0.00011873116403716703	0.0001323840440714354
15	2	0	24	0.000257838347858435	0.0002817972306682329
24	3	0	36	1.1037029625178346e-05	2.823711990716849e-05
36	0	0	39	0.00018488680044957554	0.000379879040009138
39	3	0	51	0.0021563729252981815	0.0024293465226558155
51	2	0	60	0.004935463534216687	0.005541826184795647
60	1	0	66	0.011110191959602318	0.012872235822857667
66	3	0	78	0.029020838981975557	0.03185056653530513
78	3	0	90	0.05789708536896089	0.06163773728670029
90	3	0	102	0.09626626721854033	0.10078895219350444
102	2	0	111	2.0196910403791696e-05	0.0006332487175468381
111	1	0	117	0.0062128434159941974	0.016012166775313228
117	3	0	1	0.10525866364564089	0.1341169498204501
1	1	0	7	0.03028716493458431	0.04736044388242072
7	2	0	16	0.20305045900297816	0.24509419759997841
16	1	0	22	0.05500617834272835	0.08836021074545061
22	1	0	28	0.392471214515102	0.4262166207320024
28	3	0	40	0.7372982592768752	0.744610918140837
40	3	0	52	0.8186109574914073	0.8241276002275483
52	2	0	61	0.8826034190432495	0.8849021479836658
61	2	0	70	0.9147380893408211	0.9160587111834756
70	1	0	76	0.937317482593299	0.9381978922318652
76	3	0	88	0.9556783626050123	0.9560395240704258
88	1	0	94	0.17327192654349677	0.2141630475786188
94	0	0	97	0.5880637746411284	0.6262731620524338
97	3	0	109	0.979957220963821	0.9799688522192962
109	1	0	115	0.9899732661803763	0.989975452298322
115	3	1	127	0.9999950781412453	0.999995570334528
127	3	0	11	7.48200088515389e-11	9.058247338941564e-11
11	2	0	20	2.3479258003061244e-10	2.972416000494653e-10
20	2	0	29	8.679624042617585e-10	1.0263151164632021e-09
29	3	0	41	2.4762520467436313e-09	3.194168558966777e-09
41	1	0	47	9.752946635328374e-09	1.4310189056236024e-08
47	2	0	56	5.588421297414635e-08	6.809281971967575e-08
56	3	0	68	1.7976796002973772e-07	2.134651241168951e-07
68	1	0	74	4.5250913183809745e-11	1.0091436817985017e-08
74	1	0	80	1.0152233329413724e-07	2.3086073612057214e-07
80	3	0	92	1.4089963248065517e-06	1.5674745187218446e-06
92	0	0	95	1.1993338326955965e-09	1.5697327163410708e-08
95	1	0	101	1.4765582539378454e-07	3.6626382300587555e-07
101	2	0	110	2.3573088904188833e-06	4.053680198620819e-06
110	3	0	122	1.951618381054367e-05	2.2576582080121427e-05
122	2	0	3	5.062643081446588e-05	5.86698080960914e-05
3	3	0	15	0.0001323840440714354	0.00014704356550044692
15	0	0	18	6.08325867741932e-06	1.001757510498688e-05
18	2	0	27	8.507284824750217e-07	2.0038159776478032e-05
27	1	0	33	0.0	2.2398803334080175e-06
33	1	0	39	2.2625053872808257e-05	0.0002608678542284532
39	3	0	51	0.0024293465226558155	0.002735052662685003
51	2	0	60	0.005541826184795647	0.006261994912778991
60	1	0	66	0.012872235822857667	0.014738218327567108
66	0	0	69	0.0003153044564248997	0.0008056620422183171
69	0	0	72	0.0	0.0010078596384402348
72	2	0	81	0.0101804003882852	0.012567442563124644
81	2	0	90	0.03439476983502994	0.040933399118683884
90	3	0	102	0.10078895219350444	0.10485936867097213
102	1	0	108	0.14292234037190038	0.14913884581253073
108	3	0	120	0.20715898462444832	0.21465237305479834
120	1	0	126	0.01272719700067668	0.015556791477111694
126	2	0	7	0.04143751693437053	0.06155809080333134
7	2	0	16	0.24509419759997841	0.2829335623372786
16	3	0	28	0.6297857019929096	0.6405236126895615
28	3	0	40	0.744610918140837	0.7517384587492806
40	3	0	52	0.8241276002275483	0.8293201528551764
52	2	0	61	0.8849021479836658	0.8871017455924634
61	2	0	70	0.9160587111834756	0.9173344313960827
70	1	0	76	0.9381978922318652	0.9390260158916508
76	3	0	88	0.9560395240704258	0.9563645693892979
88	2	0	97	0.9689797750092396	0.9690987138780259
97	1	0	103	0.05698561364009879	0.0928155999243084
103	3	0	115	0.4194802792749443	0.47653181281056817
115	3	1	127	0.999995570334528	0.9999960133100428
127	3	0	11	9.058247338941564e-11	1.1095114445537115e-10
11	2	0	20	2.972416000494653e-10	3.6912263657437577e-10
20	2	0	29	1.0263151164632021e-09	1.2399062921545928e-09
29	3	0	41	3.194168558966777e-09	4.291460419637466e-09
41	3	0	53	6.218341655611835e-10	1.5546515653315098e-09
53	2	0	62	1.0050513296226714e-08	1.3787692868638275e-08
62	1	0	68	4.790132224277002e-08	9.478515010862417e-08
68	3	0	80	5.219591928296076e-07	6.249432509001094e-07
80	1	0	86	1.0638437494042015e-09	7.029704065857764e-08
86	3	0	98	7.003998109506451e-07	1.3412939630476032e-06
98	3	0	110	7.181152860525481e-06	8.698119200404954e-06
110	3	0	122	2.2576582080121427e-05	2.6127234873622334e-05
122	0	0	125	6.584341056261284e-08	4.788476501862882e-07
125	1	0	3	4.238268491716531e-06	1.8371754627089123e-05
3	3	0	15	0.00014704356550044692	0.00016023713478655727
15	2	0	24	0.0002817972306682329	0.000303360225197051
24	0	0	27	4.118020349861822e-06	2.2978722457126156e-05
27	3	0	39	0.00019467175901263147	0.0004459747967171837
39	3	0	51	0.002735052662685003	0.003081484892781623
51	2	0	60	0.006261994912778991	0.007094879035930236
60	1	0	66	0.014738218327567108	0.016417602581805604
66	3	0	78	0.03185056653530513	0.03476764587315795
78	3	0	90	0.06163773728670029	0.06585504105645651
90	3	0	102	0.10485936867097213	0.10913817753931546
102	1	0	108	0.14913884581253073	0.15547554616370268
108	3	0	120	0.21465237305479834	0.22139642264211334
120	2	0	1	0.2849422918464126	0.29583221520114467
1	3	0	13	0.3978197226199324	0.40973458380548317
13	1	0	19	0.000800207614113751	0.011878067561946065
19	2	0	28	0.11270586574993624	0.17585738659112138
28	3	0	40	0.7517384587492806	0.758667308007015
40	3	0	52	0.8293201528551764	0.8342112103833126
52	2	0	61	0.8871017455924634	0.8892076797414292
61	2	0	70	0.9173344313960827	0.9185645638297479
70	1	0	76	0.9390260158916508	0.9398035066720262
76	3	0	88	0.9563645693892979	0.9566688851242927
88	2	0	97	0.9690987138780259	0.9692057588599337
97	1	0	103	0.0928155999243084	0.13071068940012381
103	3	0	115	0.47653181281056817	0.5278782368472056
115	1	0	121	0.10013157000000816	0.13650575400002174
121	1	1	127	0.4685590000001454	0.521703100011115
127	3	0	11	1.1095114445537115e-10	1.3639917103069725e-10
11	3	0	23	2.6107264019329136e-12	2.3369795105844636e-11
23	1	0	29	2.1232466004146475e-10	6.159467755814275e-10
29	3	0	41	4.291460419637466e-09	5.2790230942410854e-09
41	1	0	47	1.4310189056236024e-08	1.962035930286032e-08
47	2	0	56	6.809281971967575e-08	8.24165850352808e-08
56	3	0	68	2.134651241168951e-07	2.5398799354431643e-07
68	3	0	80	6.249432509001094e-07	7.17628903163561e-07
80	1	0	86	7.029704065857764e-08	1.960554389344326e-07
86	0	0	89	0.0	5.491310840527559e-09
89	2	0	98	5.546778626795514e-08	9.1103480848125e-07
98	3	0	110	8.698119200404954e-06	1.041490353285307e-05
110	3	0	122	2.6127234873622334e-05	2.932282238777315e-05
122	2	0	3	5.86698080960914e-05	6.866630363035143e-05
3	3	0	15	0.00016023713478655727	0.0001742460836024096
15	2	0	24	0.000303360225197051	0.0003227669202729873
24	1	0	30	0.0005024516928852665	0.0005526415567321818
30	2	0	39	0.001014495284196384	0.0012181127601621263
39	1	0	45	3.3336068123517583e-05	9.987631395813799e-05
45	2	0	54	2.4684030770521467e-06	0.00013394047042422275
54	1	0	60	0.0013304940167159175	0.0028227872706430806
60	1	0	66	0.016417602581805604	0.01821783926506768
66	3	0	78	0.03476764587315795	0.037810530350431346
78	3	0	90	0.06585504105645651	0.07007421652720308
90	3	0	102	0.10913817753931546	0.11361643885559047
102	1	0	108	0.15547554616370268	0.16184623738890164
108	3	0	120	0.22139642264211334	0.22854416968281532
120	2	0	1	0.29583221520114467	0.30681271747777306
1	3	0	13	0.40973458380548317	0.42045795887247883
13	0	0	16	0.5221902368438786	0.5333830508157573
16	3	0	28	0.6405236126895615	0.6515793149132998
28	3	0	40	0.758667308007015	0.7653874870342614
40	3	0	52	0.8342112103833126	0.8388216496393828
52	2	0	61	0.8892076797414292	0.8912248035864313
61	2	0	70	0.9185645638297479	0.9197486546073037
70	1	0	76	0.9398035066720262	0.9405333756321286
76	3	0	88	0.9566688851242927	0.9569533667389969
88	2	0	97	0.9692057588599337	0.9693020993436506
97	3	0	109	0.9799688522192962	0.9799795367749005
109	1	0	115	0.989975452298322	0.989977512386184
115	3	1	127	0.9999960133100428	0.9999964119925421
127	3	0	11	1.3639917103069725e-10	1.5930239494849072e-10
11	2	0	20	3.6912263657437577e-10	4.549610958402429e-10
20	2	0	29	1.2399062921545928e-09	1.638538949269001e-09
29	3	0	41	5.2790230942410854e-09	6.693536355800149e-09
41	3	0	53	1.5546515653315098e-09	2.7641680027935483e-09
53	2	0	62	1.3787692868638275e-08	2.179265344252824e-08
62	1	0	68	9.478515010862417e-08	1.563518965109543e-07
68	3	0	80	7.17628903163561e-07	8.010459902006676e-07
80	3	0	92	1.5674745187218446e-06	1.710104893245608e-06
92	1	0	98	3.024018448443919e-06	3.752692053351981e-06
98	3	0	110	1.041490353285307e-05	1.2276372595957304e-05
110	3	0	122	2.932282238777315e-05	3.3188504208400625e-05
122	2	0	3	6.866630363035143e-05	7.905003554395485e-05
3	1	0	9	5.604528144209392e-07	2.690620490068463e-06
9	1	0	15	2.208295916252139e-05	5.182858835329499e-05
15	2	0	24	0.0003227669202729873	0.00034520174236217456
24	1	0	30	0.0005526415567321818	0.0006179705643150141
30	2	0	39	0.0012181127601621263	0.0014013684885312945
39	3	0	51	0.003081484892781623	0.0034757294280605543
51	2	0	60	0.007094879035930236	0.008188957219578913
60	0	0	63	0.00021358961008294706	0.0005713970292536204
63	0	0	66	0.003829963436151192	0.007190209597228776
66	3	0	78	0.037810530350431346	0.04096682475158132
78	3	0	90	0.07007421652720308	0.07431482232118623
90	3	0	102	0.11361643885559047	0.11827757247153269
102	1	0	108	0.16184623738890164	0.1682874864486102
108	3	0	120	0.22854416968281532	0.23606421174483333
120	2	0	1	0.30681271747777306	0.3177567836583712
1	3	0	13	0.42045795887247883	0.43121708501599093
13	0	0	16	0.5333830508157573	0.5445510979105983
16	3	0	28	0.6515793149132998	0.6621947446383617
28	3	0	40	0.7653874870342614	0.7718920816451341
40	3	0	52	0.8388216496393828	0.8431707402305012
52	2	0	61	0.8912248035864313	0.8931574400339113
61	2	0	70	0.9197486546073037	0.9208865933341541
70	1	0	76	0.9405333756321286	0.9412184213760764
76	3	0	88	0.9569533667389969	0.9572189379001186
88	2	0	97	0.9693020993436506	0.9693898635500007
97	3	0	109	0.9799795367749005	0.9799893568236426
109	1	0	115	0.989977512386184	0.9899794059348273
115	3	1	127	0.9999964119925421	0.9999967708090588
127	3	0	11	1.5930239494849072e-10	1.884133039418257e-10
11	2	0	20	4.549610958402429e-10	5.716803422338497e-10
20	2	0	29	1.638538949269001e-09	2.1373451535663156e-09
29	3	0	41	6.693536355800149e-09	7.966598291203305e-09
41	1	0	47	1.962035930286032e-08	2.5817565291067087e-08
47	2	0	56	8.24165850352808e-08	9.931973789264004e-08
56	0	0	59	9.39435978981465e-10	3.0985742105637694e-09
59	3	0	71	2.2758402317984354e-08	3.470065100490467e-08
71	2	0	80	1.4361705978503785e-07	2.985557382378493e-07
80	3	0	92	1.710104893245608e-06	1.9106109172028933e-06
92	3	0	104	4.3559323570303345e-10	7.714715958331679e-09
104	3	0	116	7.39664853151409e-08	2.447687559302338e-07
116	1	0	122	5.323921063134534e-07	8.305106414533638e-06
122	2	0	3	7.905003554395485e-05	8.839539426619792e-05
3	3	0	15	0.0001742460836024096	0.00019099644773602393
15	2	0	24	0.00034520174236217456	0.0003718606539931435
24	1	0	30	0.0006179705643150141	0.0006949089882481109
30	2	0	39	0.0014013684885312945	0.00160532885305616
39	3	0	51	0.0034757294280605543	0.003938863249992811
51	2	0	60	0.008188957219578913	0.009173627584862721
60	1	0	66	0.01821783926506768	0.02045177098896746
66	3	0	78	0.04096682475158132	0.04422730968622062
78	3	0	90	0.07431482232118623	0.07859281976374935
90	3	0	102	0.11827757247153269	0.12311027638279183
102	1	0	108	0.1682874864486102	0.17482909476648767
108	3	0	120	0.23606421174483333	0.24391571215252875
120	2	0	1	0.3177567836583712	0.32867159670911716
1	3	0	13	0.43121708501599093	0.44200593520754106
13	0	0	16	0.5445510979105983	0.5556532678387363
16	3	0	28	0.6621947446383617	0.6723925862573938
28	2	0	37	0.03702662741659585	0.056291540974222655
37	0	0	40	0.23199572019481204	0.29227005145815044
40	3	0	52	0.8431707402305012	0.8472762527708083
52	0	0	55	0.043310172059733115	0.0687578590072522
55	1	0	61	0.3007949914494182	0.36188326504455764
61	2	0	70	0.9208865933341541	0.9219785577169702
70	1	0	76	0.9412184213760764	0.9418612540905804
76	3	0	88	0.9572189379001186	0.9574666406015568
88	2	0	97	0.9693898635500007	0.9694698235205412
97	3	0	109	0.9799893568236426	0.9799983823288263
109	1	0	115	0.9899794059348273	0.9899811456514414
115	2	0	124	0.027720000000054857	0.051777000000266304
124	0	1	127	0.2710000000021912	0.34390000002062504
127	1	0	5	7.02223923914775e-13	1.5421131541238098e-12
5	1	0	11	9.193046692934466e-12	6.487009590479215e-11
11	2	0	20	5.716803422338497e-10	7.2610947821353e-10
20	2	0	29	2.1373451535663156e-09	2.7123038690388115e-09
29	0	0	32	2.8427678989569453e-13	2.3134680114158743e-11
32	2	0	41	2.3109930306315775e-10	2.7639283365724837e-09
41	1	0	47	2.5817565291067087e-08	3.306846281333174e-08
47	2	0	56	9.931973789264004e-08	1.1453257546426337e-07
56	3	0	68	2.5398799354431643e-07	3.078927472197509e-07
68	3	0	80	8.010459902006676e-07	9.100918719836873e-07
80	3	0	92	1.9106109172028933e-06	2.09106633876445e-06
92	1	0	98	3.752692053351981e-06	4.592783735016556e-06
98	3	0	110	1.2276372595957304e-05	1.4334397252993235e-05
110	0	0	113	3.5556524509492845e-08	4.774446982033961e-07
113	1	0	119	4.499432587321743e-06	7.44761072692469e-06
119	3	0	3	3.432445856904163e-05	4.980066103800384e-05
3	3	0	15	0.00019099644773602393	0.00020871100770774274
15	2	0	24	0.0003718606539931435	0.00040347057843039214
24	1	0	30	0.0006949089882481109	0.0007843456458758596
30	2	0	39	0.00160532885305616	0.0018347434294998324
39	3	0	51	0.003938863249992811	0.0044531660558949394
51	2	0	60	0.009173627584862721	0.010280990154284228
60	1	0	66	0.02045177098896746	0.022785097549006556
66	0	0	69	0.0008056620422183171	0.001246983869432393
69	1	0	75	0.0	0.00018366963889942663
75	0	0	78	0.001855248877771986	0.009450413146605973
78	3	0	90	0.07859281976374935	0.08292145514927081
90	3	0	102	0.12311027638279183	0.12810732912639491
102	1	0	108	0.17482909476648767	0.18149384079293926
108	3	0	120	0.24391571215252875	0.25206262901147847
120	1	0	126	0.015556791477111694	0.020095363318930328
126	2	0	7	0.06155809080333134	0.08341270439438879
7	2	0	16	0.2829335623372786	0.32120707214303273
16	3	0	28	0.6723925862573938	0.6815706437145227
28	3	0	40	0.7718920816451341	0.7785832225049307
40	3	0	52	0.8472762527708083	0.8509712140570846
52	2	0	61	0.8931574400339113	0.8951175732445003
61	2	0	70	0.9219785577169702	0.9230249661002407
70	1	0	76	0.9418612540905804	0.9424643261010766
76	3	0	88	0.9574666406015568	0.9576974890699348
88	2	0	97	0.9694698235205412	0.969542681019041
97	3	0	109	0.9799983823288263	0.9800066775154364
109	1	0	115	0.9899811456514414	0.989982711396394
115	0	0	118	0.4777021928727337	0.5242689461755017
118	1	0	124	7.632692087814667e-24	0.03404610000204188
124	0	1	127	0.34390000002062504	0.4095100000372155
127	0	0	2	1.0031482623733342e-14	7.254674154690183e-14
2	3	0	14	6.416000725812305e-13	4.780153368058749e-12
14	2	0	23	0.0	6.097873078256132e-11
23	1	0	29	6.159467755814275e-10	1.3430453288524121e-09
29	3	0	41	7.966598291203305e-09	1.0443716280602818e-08
41	1	0	47	3.306846281333174e-08	4.1100341502960644e-08
47	2	0	56	1.1453257546426337e-07	1.3356069989259237e-07
56	3	0	68	3.078927472197509e-07	3.672025678241609e-07
68	3	0	80	9.100918719836873e-07	1.026098252322999e-06
80	3	0	92	2.09106633876445e-06	2.3366452946546442e-06
92	2	0	101	1.0315072052764197e-07	4.941499881383388e-07
101	2	0	110	4.053680198620819e-06	6.933974095390398e-06
110	3	0	122	3.3188504208400625e-05	3.862079781991416e-05
122	2	0	3	8.839539426619792e-05	0.00010021824460264465
3	3	0	15	0.00020871100770774274	0.0002277834942015773
15	2	0	24	0.00040347057843039214	0.00044077373952906303
24	1	0	30	0.0007843456458758596	0.0008875506808087571
30	2	0	39	0.0018347434294998324	0.002092132526083448
39	3	0	51	0.0044531660558949394	0.005025667475579584
51	2	0	60	0.010280990154284228	0.011508615796207454
60	1	0	66	0.022785097549006556	0.02488509145304174
66	2	0	75	0.00011569197880895105	0.0010397136824420474
75	0	0	78	0.009450413146605973	0.016714595891723187
78	3	0	90	0.08292145514927081	0.08731193521785682
90	0	0	93	6.4564310277737e-07	0.0006346248305814292
93	2	0	102	0.006404482341302319	0.023731924345673075
102	3	0	114	0.0032825465701190864	0.008110219373656928
114	1	0	120	0.05208007535908839	0.07941055589738215
120	2	0	1	0.32867159670911716	0.339563024623752
1	3	0	13	0.44200593520754106	0.45281501520282186
13	0	0	16	0.5556532678387363	0.5675634347826004
