curr_state	curr_action	next_reward	next_state	old_value	new_value
38	0	0	41	2.849664235403407e-15	0.0006498953523164448
41	1	0	47	0.00656459951832202	0.0071022501580167915
47	2	0	56	0.012061723146737107	0.012848562943040426
56	3	0	68	0.020131435464414447	0.021642582860602222
68	1	0	74	0.002106054625255349	0.0035223392189848773
74	1	0	80	0.016433232891465286	0.02059116433698782
80	3	0	92	0.05859853267342489	0.06060577953057646
92	0	0	95	0.0031785626104018474	0.005061527219484078
95	3	0	107	1.1608314562315104e-20	0.002342224456274362
107	0	0	110	0.023658832891660223	0.03549255820184928
110	3	0	122	0.14343038989247553	0.1474673351455561
122	2	0	3	0.18565640648816284	0.19035206076388134
3	3	0	15	0.23496257499530077	0.24186859004039105
15	2	0	24	0.30709366206687216	0.3136434641935502
24	1	0	30	0.376355235690558	0.38474589225978933
30	2	0	39	0.46491091048774863	0.4729892046163894
39	2	0	48	0.07614850686213315	0.09145003050427222
48	3	0	60	0.2314785285692161	0.2754729101906085
60	1	0	66	0.678204388669838	0.6828852637270598
66	3	0	78	0.7323365042849053	0.7357292978260256
78	3	0	90	0.7740044845415235	0.7769304213044557
90	3	0	102	0.8113776284553998	0.8132113456209227
102	3	0	114	0.1688621167104609	0.20805517332516152
114	1	0	120	0.566457255411583	0.5960857804331329
120	2	0	1	0.8714570763909913	0.8717570207603684
1	3	0	13	0.8832894142270322	0.8834316762106053
13	0	0	16	0.8936485192553159	0.8937403031695083
16	3	0	28	0.9036023822194345	0.9036595699783269
28	1	0	34	0.17829529757857743	0.20736837917581266
34	2	0	43	0.06062322421341385	0.13209682770561743
43	2	0	52	0.7831911708438883	0.7971442654987368
52	3	0	64	0.3810889120232802	0.42227620784001835
64	1	0	70	0.800971586051173	0.8150228668116047
70	2	0	79	0.3425029204981069	0.39057774420558333
79	3	0	91	0.04641695428337447	0.10800680985499121
91	2	0	100	0.6690055656561028	0.6966604532669166
100	0	0	103	0.07831645721487873	0.15254395983542302
103	3	0	115	0.828880286283153	0.8450098956246641
115	3	1	127	1.000178161311378	1.0002020680982004
127	3	0	11	0.0004214436157591164	0.0004568637427896153
11	2	0	20	0.0007834796828930358	0.0008657553126065676
20	2	0	29	0.0016224605858872268	0.0018133166645531516
29	3	0	41	0.0035666882550974494	0.003913142195231367
41	1	0	47	0.0071022501580167915	0.0076640328735761145
47	2	0	56	0.012848562943040426	0.013706322351936003
56	3	0	68	0.021642582860602222	0.02300261551717122
68	3	0	80	0.035598898410396144	0.0380389807428836
80	3	0	92	0.06060577953057646	0.06241230170201288
92	1	0	98	0.07946565782317236	0.08197757751515859
98	3	0	110	0.10564126741720675	0.10967640685489613
110	3	0	122	0.1474673351455561	0.15156545564662474
122	0	0	125	0.0050338491623059985	0.006644380602622743
125	1	0	3	0.021352690470175194	0.04316241183715639
3	0	0	6	0.024673013448520763	0.03716388301327033
6	2	0	15	0.15109263545052165	0.16703407486063096
15	2	0	24	0.3136434641935502	0.32036896110791435
24	1	0	30	0.38474589225978933	0.39309723429083293
30	2	0	39	0.4729892046163894	0.480259669332166
39	3	0	51	0.5512059108829858	0.5570130805529332
51	2	0	60	0.6154319268509693	0.6214943752748513
60	1	0	66	0.6828852637270598	0.6874339378391303
66	3	0	78	0.7357292978260256	0.7390724797525642
78	1	0	84	0.055560758789798007	0.080128202715399
84	1	0	90	0.3042779778240483	0.35435810325811484
90	3	0	102	0.8132113456209227	0.8148616910698933
102	1	0	108	0.8380957576875034	0.8391693197906194
108	1	0	114	0.15675117656127582	0.2000885511680284
114	1	0	120	0.5960857804331329	0.622781147445096
120	2	0	1	0.8717570207603684	0.8720410546291815
1	3	0	13	0.8834316762106053	0.883568798603326
13	3	0	25	0.17345542891483698	0.21541750277138694
25	0	0	28	0.5990668358387237	0.6295775782356872
28	3	0	40	0.913307333139756	0.9133205925953858
40	3	0	52	0.9226665936323778	0.9226721460083774
52	2	0	61	0.9320425428205797	0.9320445320566539
61	2	0	70	0.94147720725386	0.941477925894023
70	1	0	76	0.950994337025748	0.9509948582618515
76	3	0	88	0.9606056054411947	0.9606065135384906
88	2	0	97	0.9703178650648022	0.9703196966445026
97	0	0	100	0.5721759412635902	0.6095137913136552
100	2	0	109	0.9551054967315563	0.9576122426870692
109	1	0	115	0.9900736932188745	0.9900863286387089
115	3	1	127	1.0002020680982004	1.0002270907989166
127	3	0	11	0.0004568637427896153	0.000496887144458704
11	2	0	20	0.0008657553126065676	0.0009586981311366729
20	2	0	29	0.0018133166645531516	0.002019386075425742
29	3	0	41	0.003913142195231367	0.004280567230192266
41	1	0	47	0.0076640328735761145	0.008254555499060167
47	2	0	56	0.013706322351936003	0.014612949052942354
56	3	0	68	0.02300261551717122	0.024468213058999575
68	3	0	80	0.0380389807428836	0.04041390053709452
80	3	0	92	0.06241230170201288	0.06428685170581229
92	2	0	101	0.004378171516886272	0.006776782100686668
101	2	0	110	0.02865078520695982	0.04079068679527969
110	3	0	122	0.15156545564662474	0.1552537640975865
122	2	0	3	0.19035206076388134	0.19526184510149192
3	3	0	15	0.24186859004039105	0.24939825818603545
15	2	0	24	0.32036896110791435	0.32724869119191535
24	2	0	33	0.05569450492565899	0.07922775197805537
33	1	0	39	0.29396664186830573	0.31971427265621555
39	3	0	51	0.5570130805529332	0.5628397156498501
51	2	0	60	0.6214943752748513	0.6274008975934401
60	1	0	66	0.6874339378391303	0.6918587195507211
66	3	0	78	0.7390724797525642	0.7420813434864488
78	3	0	90	0.7769304213044557	0.7799086865899295
90	3	0	102	0.8148616910698933	0.8164532846221753
102	1	0	108	0.8391693197906194	0.8401355256834236
108	0	0	111	0.11862139032770054	0.15508745452996264
111	1	0	117	0.4881636690407289	0.5165484035082362
117	3	0	1	0.779809104763436	0.7893015053488217
1	3	0	13	0.883568798603326	0.8836922087567748
13	0	0	16	0.8937403031695083	0.8938285702804117
16	3	0	28	0.9036595699783269	0.9037123516474374
28	3	0	40	0.9133205925953858	0.9133330757906766
40	3	0	52	0.9226721460083774	0.9226773400811484
52	0	0	55	0.46908667354763656	0.4983976948551047
55	1	0	61	0.7698958450730489	0.7861125752292523
61	2	0	70	0.941477925894023	0.941478624272544
70	1	0	76	0.9509948582618515	0.9509954172759769
76	3	0	88	0.9606065135384906	0.9606075121524473
88	2	0	97	0.9703196966445026	0.9703213450662329
97	3	0	109	0.9801375564260667	0.9801423473186922
109	1	0	115	0.9900863286387089	0.9901001777639308
115	3	1	127	1.0002270907989166	1.0002535735463263
127	3	0	11	0.000496887144458704	0.0005421095449953642
11	2	0	20	0.0009586981311366729	0.0010627475394901541
20	2	0	29	0.002019386075425742	0.002241223623672202
29	3	0	41	0.004280567230192266	0.004669711501579996
41	1	0	47	0.008254555499060167	0.008875781905395444
47	2	0	56	0.014612949052942354	0.015574007240489076
56	3	0	68	0.024468213058999575	0.026022367906271975
68	3	0	80	0.04041390053709452	0.042736908802260484
80	3	0	92	0.06428685170581229	0.06597394670923176
92	1	0	98	0.08197757751515859	0.08463778404227745
98	3	0	110	0.10967640685489613	0.11407888881506759
110	3	0	122	0.1552537640975865	0.15905931035287557
122	2	0	3	0.19526184510149192	0.20042608815176025
3	2	0	12	0.006498639946050534	0.009463120196248537
12	3	0	24	0.03650852772528339	0.07177430114754751
24	0	0	27	0.021076116427930683	0.037960166301090975
27	3	0	39	0.19183496480760975	0.22837260017618394
39	3	0	51	0.5628397156498501	0.5686684329466157
51	0	0	54	0.0834963131426039	0.10488935509649559
54	1	0	60	0.30043104311264723	0.3388819520369039
60	1	0	66	0.6918587195507211	0.6961389006008074
66	2	0	75	0.05049739565441875	0.07690636674085449
75	0	0	78	0.3177647540593698	0.36319923862583586
78	3	0	90	0.7799086865899295	0.782746693108532
90	3	0	102	0.8164532846221753	0.8179813732026167
102	0	0	105	0.09820804741342667	0.12567744859415242
105	0	0	108	0.3766687466875598	0.4238850098906701
108	3	0	120	0.857405433049154	0.8579969541525275
120	2	0	1	0.8720410546291815	0.8723224778331841
1	3	0	13	0.8836922087567748	0.8838120163388581
13	0	0	16	0.8938285702804117	0.8939132360654669
16	3	0	28	0.9037123516474374	0.9037610909859706
28	0	0	31	0.3995724376681159	0.42926831081704114
31	0	0	34	0.03549404610027167	0.07884725284533747
34	3	0	46	0.4737637510615451	0.5087225888360617
46	1	0	52	0.8316688169764761	0.8407743439524372
52	2	0	61	0.9320445320566539	0.9320464626539704
61	2	0	70	0.941478624272544	0.9414793081556113
70	1	0	76	0.9509954172759769	0.9509960192514715
76	3	0	88	0.9606075121524473	0.9606085740987597
88	2	0	97	0.9703213450662329	0.9703233029441601
97	3	0	109	0.9801423473186922	0.9801480301854522
109	1	0	115	0.9901001777639308	0.990115263768624
115	3	1	127	1.0002535735463263	1.0002818850366482
127	3	0	11	0.0005421095449953642	0.000593110596905353
11	2	0	20	0.0010627475394901541	0.0011783539242846868
20	2	0	29	0.002241223623672202	0.0024794026999614017
29	3	0	41	0.004669711501579996	0.005081442760056146
41	1	0	47	0.008875781905395444	0.009530030431664317
47	3	0	59	4.740469070257371e-06	0.00029579001644009146
59	3	0	71	0.0009175769911120978	0.002161590629775431
71	2	0	80	0.013492639775500435	0.018674796522164337
80	3	0	92	0.06597394670923176	0.06775569265849406
92	1	0	98	0.08463778404227745	0.0874678156307414
98	3	0	110	0.11407888881506759	0.1184178716584955
110	3	0	122	0.15905931035287557	0.16299556204461227
122	2	0	3	0.20042608815176025	0.20507390689700172
3	3	0	15	0.24939825818603545	0.2568560527954315
15	2	0	24	0.32724869119191535	0.3334404482675163
24	1	0	30	0.39309723429083293	0.40133321812563405
30	2	0	39	0.480259669332166	0.4885318772606644
39	2	0	48	0.09145003050427222	0.10957684556271524
48	3	0	60	0.2754729101906085	0.3168433703310276
60	1	0	66	0.6961389006008074	0.6999910635458851
66	3	0	78	0.7420813434864488	0.7453651317555486
78	1	0	84	0.080128202715399	0.10719683466641247
84	1	0	90	0.35435810325811484	0.39990244887936244
90	3	0	102	0.8179813732026167	0.8193566529250139
102	3	0	114	0.20805517332516152	0.24890498958970989
114	1	0	120	0.622781147445096	0.6468629580060716
120	2	0	1	0.8723224778331841	0.8725876196674126
1	0	0	4	0.2065804806658074	0.24342191930588278
4	2	0	13	0.5808028960268294	0.6112200167946277
13	0	0	16	0.8939132360654669	0.8939942604665313
16	3	0	28	0.9037610909859706	0.9038049563906505
28	3	0	40	0.9133330757906766	0.9133448248796426
40	3	0	52	0.9226773400811484	0.9226822058757767
52	1	0	58	0.5673330888244307	0.5912505963063063
58	0	0	61	0.814654710750694	0.8263956911830301
61	2	0	70	0.9414793081556113	0.9414799832459458
70	1	0	76	0.9509960192514715	0.9509966661621015
76	3	0	88	0.9606085740987597	0.9606097236803556
88	0	0	91	0.36584296271079103	0.39822805131313666
91	2	0	100	0.6966604532669166	0.7217980199662448
100	2	0	109	0.9576122426870692	0.9598724295314561
109	1	0	115	0.990115263768624	0.9901316440103898
115	2	0	124	0.22485023664182927	0.270300490575318
124	0	1	127	0.6862149252290071	0.7176521506551999
127	3	0	11	0.000593110596905353	0.0006504565757190018
11	2	0	20	0.0011783539242846868	0.001305979399152397
20	2	0	29	0.0024794026999614017	0.00273452526321082
29	3	0	41	0.005081442760056146	0.005516771496785299
41	1	0	47	0.009530030431664317	0.010118854105306304
47	2	0	56	0.015574007240489076	0.016592820939161094
56	3	0	68	0.026022367906271975	0.027651085087068566
68	2	0	77	0.0013359258162245302	0.002340007771413872
77	0	0	80	0.011491661987997923	0.017050309362389042
80	3	0	92	0.06775569265849406	0.06963943714008805
92	1	0	98	0.0874678156307414	0.09044440336185831
98	3	0	110	0.1184178716584955	0.12271264513506257
110	3	0	122	0.16299556204461227	0.16699832262295422
122	2	0	3	0.20507390689700172	0.20999526543404926
3	3	0	15	0.2568560527954315	0.26418105189437247
15	1	0	21	0.02189092765616496	0.027894791305143933
21	3	0	33	0.08275713550096432	0.10613313494383322
33	1	0	39	0.31971427265621555	0.3440410202523089
39	3	0	51	0.5686684329466157	0.5739142785137047
51	2	0	60	0.6274008975934401	0.6339599231251387
60	1	0	66	0.6999910635458851	0.7037831052350959
66	3	0	78	0.7453651317555486	0.7483205411977384
78	2	0	87	0.16920422770115612	0.1909802000521082
87	0	0	90	0.39087267799058273	0.43290171883110085
90	3	0	102	0.8193566529250139	0.8205944046751714
102	1	0	108	0.8401355256834236	0.8410636715761814
108	3	0	120	0.8579969541525275	0.8585834330843486
120	2	0	1	0.8725876196674126	0.8728262473182183
1	1	0	7	0.3296777423267395	0.3638307935128083
7	2	0	16	0.677988135542856	0.6996660126712447
16	3	0	28	0.9038049563906505	0.90384559841467
28	3	0	40	0.9133448248796426	0.9133558807733803
40	2	0	49	0.2150159487485031	0.2518074464668934
49	3	0	61	0.5888191171034405	0.623143723734445
61	2	0	70	0.9414799832459458	0.9414806548713993
70	1	0	76	0.9509966661621015	0.9509973621902466
76	3	0	88	0.9606097236803556	0.9606107583037918
88	1	0	94	0.4002685756503761	0.44163985334533895
94	0	0	97	0.8222033864646509	0.8370177028065455
97	3	0	109	0.9801480301854522	0.9801562599239355
109	2	0	118	0.8498002700085533	0.8636108376516594
118	2	1	127	0.9978847943834489	0.9981607101461002
127	3	0	11	0.0006504565757190018	0.0007147028786631889
11	2	0	20	0.001305979399152397	0.0014460994602950284
20	3	0	32	9.105366678040168e-05	0.0001932556304288051
32	2	0	41	0.0011243164679438748	0.0020136513775748112
41	1	0	47	0.010118854105306304	0.010749657967752622
47	1	0	53	7.761254762505351e-05	0.00025912156900914244
53	2	0	62	0.0019118209711777201	0.002841627836112967
62	1	0	68	0.011323120828818369	0.01442176271736032
68	2	0	77	0.002340007771413872	0.003793987621149
77	0	0	80	0.017050309362389042	0.022239582703018856
80	3	0	92	0.06963943714008805	0.07162948935890322
92	1	0	98	0.09044440336185831	0.09354851489404367
98	3	0	110	0.12271264513506257	0.1269742145612288
110	3	0	122	0.16699832262295422	0.17108802163862968
122	2	0	3	0.20999526543404926	0.2151496630281872
3	3	0	15	0.26418105189437247	0.27077355108341933
15	2	0	24	0.3334404482675163	0.33982839203520243
24	1	0	30	0.40133321812563405	0.4095645521618764
30	2	0	39	0.4885318772606644	0.4964962031074547
39	3	0	51	0.5739142785137047	0.579284883051723
51	1	0	57	0.07823787777447849	0.10072276108123256
57	2	0	66	0.3061481927697163	0.34961710707132077
66	2	0	75	0.07690636674085449	0.1051724546907268
75	0	0	78	0.36319923862583586	0.40437123738099695
78	3	0	90	0.782746693108532	0.7857108698605207
90	3	0	102	0.8205944046751714	0.8218002676936962
102	1	0	108	0.8410636715761814	0.8419570642939138
108	3	0	120	0.8585834330843486	0.8591348882604174
120	0	0	123	0.08402929897326772	0.11964252383085981
123	1	0	1	0.4446076237870592	0.48764425102590025
1	3	0	13	0.8838120163388581	0.8839362464911589
13	0	0	16	0.8939942604665313	0.8940755486629305
16	3	0	28	0.90384559841467	0.9038832707697677
28	3	0	40	0.9133558807733803	0.9133658310777442
40	3	0	52	0.9226822058757767	0.922686585090942
52	2	0	61	0.9320464626539704	0.9320484012208419
61	2	0	70	0.9414806548713993	0.9414813282410938
70	1	0	76	0.9509973621902466	0.9509980910432972
76	3	0	88	0.9606107583037918	0.9606116894648845
88	2	0	97	0.9703233029441601	0.9703264423822138
97	2	0	106	0.3294399543577393	0.3666738047138973
106	3	0	118	0.7088671292114337	0.7367983265947542
118	2	1	127	0.9981607101461002	0.9984153947164778
127	3	0	11	0.0007147028786631889	0.0007863964373660778
11	2	0	20	0.0014460994602950284	0.0015722075153233967
20	2	0	29	0.00273452526321082	0.0030072331150714825
29	3	0	41	0.005516771496785299	0.006029310485914279
41	0	0	44	2.1289064291578746e-06	0.0001601806659048044
44	3	0	56	0.0015986328294804273	0.004176226970152173
56	3	0	68	0.027651085087068566	0.029116930549785498
68	3	0	80	0.042736908802260484	0.04555453736856586
80	3	0	92	0.07162948935890322	0.07372784339752322
92	1	0	98	0.09354851489404367	0.09676411064620095
98	0	0	101	0.0032225880907607563	0.00693860727441737
101	0	0	104	8.469483098094236e-06	0.003904026550563029
104	1	0	110	0.03935761632095701	0.05235956883108565
110	3	0	122	0.17108802163862968	0.17527903611455725
122	2	0	3	0.2151496630281872	0.220441278282627
3	3	0	15	0.27077355108341933	0.27733920678656243
15	2	0	24	0.33982839203520243	0.34639244349570797
24	1	0	30	0.4095645521618764	0.4177612210533268
30	2	0	39	0.4964962031074547	0.5041957862188298
39	3	0	51	0.579284883051723	0.5841184271359394
51	2	0	60	0.6339599231251387	0.6402384582308993
60	2	0	69	0.0428756468608509	0.054516171258535744
69	3	0	81	0.1608897887249488	0.20455730513796586
81	2	0	90	0.6036009624799185	0.6245990927336025
90	3	0	102	0.8218002676936962	0.822973990289424
102	1	0	108	0.8419570642939138	0.8428157118023037
108	3	0	120	0.8591348882604174	0.8596311979188793
120	2	0	1	0.8728262473182183	0.8730533109890213
1	3	0	13	0.8839362464911589	0.8840561011596731
13	0	0	16	0.8940755486629305	0.8941524376028445
16	2	0	25	0.2217919698175649	0.26194095308114146
25	0	0	28	0.6295775782356872	0.6570430376888151
28	3	0	40	0.9133658310777442	0.913375219893973
40	3	0	52	0.922686585090942	0.9226907183027112
52	2	0	61	0.9320484012208419	0.932050212594626
61	2	0	70	0.9414813282410938	0.9414820064302708
70	1	0	76	0.9509980910432972	0.950998839195991
76	0	0	79	0.40833765467522654	0.449829004964991
79	2	0	88	0.8315668258311832	0.844472461043904
88	2	0	97	0.9703264423822138	0.970329267876462
97	1	0	103	0.49290621205373747	0.5272715705152055
103	3	0	115	0.8450098956246641	0.8595368126808258
115	1	0	121	0.5043911536937942	0.5432064435475266
121	1	1	127	0.9015596487183005	0.9114815370937697
127	3	0	11	0.0007863964373660778	0.0008634053376464863
11	2	0	20	0.0015722075153233967	0.0017127028421831338
20	2	0	29	0.0030072331150714825	0.003303411541669848
29	3	0	41	0.006029310485914279	0.0064905955761303605
41	3	0	53	8.798065428173885e-05	0.0003605037446287487
53	2	0	62	0.002841627836112967	0.003985219561520342
62	1	0	68	0.01442176271736032	0.017489485645112306
68	3	0	80	0.04555453736856586	0.04829814012806407
80	3	0	92	0.07372784339752322	0.07593470601174479
92	1	0	98	0.09676411064620095	0.0996581468231425
98	3	0	110	0.1269742145612288	0.1316294176804471
110	3	0	122	0.17527903611455725	0.1795748190530816
122	2	0	3	0.220441278282627	0.22585373192623398
3	3	0	15	0.27733920678656243	0.2838981380139813
15	2	0	24	0.34639244349570797	0.35311156003041655
24	1	0	30	0.4177612210533268	0.42590048178365825
30	2	0	39	0.5041957862188298	0.5116039318834048
39	3	0	51	0.5841184271359394	0.5890901917872045
51	2	0	60	0.6402384582308993	0.6458891398260839
60	1	0	66	0.7037831052350959	0.7074885282901624
66	2	0	75	0.1051724546907268	0.13468796172237282
75	0	0	78	0.40437123738099695	0.4417194897590888
78	3	0	90	0.7857108698605207	0.7886142079131216
90	3	0	102	0.822973990289424	0.8241153467289096
102	1	0	108	0.8428157118023037	0.8436376292160425
108	3	0	120	0.8596311979188793	0.8601003559149045
120	2	0	1	0.8730533109890213	0.8732695339049268
1	3	0	13	0.8840561011596731	0.8841715823663874
13	0	0	16	0.8941524376028445	0.894221637648767
16	3	0	28	0.9038832707697677	0.9039190904622942
28	3	0	40	0.913375219893973	0.9133840790165441
40	3	0	52	0.9226907183027112	0.922694617519308
52	3	0	64	0.42227620784001835	0.4607358508703654
64	1	0	70	0.8150228668116047	0.8276694652108474
70	1	0	76	0.950998839195991	0.9509995125334155
76	3	0	88	0.9606116894648845	0.9606131180381658
88	2	0	97	0.970329267876462	0.9703318108212854
97	3	0	109	0.9801562599239355	0.9801636666885706
109	1	0	115	0.9901316440103898	0.990146386227979
115	3	1	127	1.0002818850366482	1.0003391736614105
127	0	0	2	9.171942390796896e-08	4.0156180728659434e-06
2	2	0	11	3.9727985771199716e-05	0.00020531276857021
11	0	0	14	2.221004140293695e-06	6.031721797060448e-06
14	2	0	23	4.0735536068647706e-05	9.655344792754276e-05
23	1	0	29	0.0006049642976339376	0.0011870368299074494
29	3	0	41	0.0064905955761303605	0.006905752157324834
41	1	0	47	0.010749657967752622	0.011317381443954309
47	2	0	56	0.016592820939161094	0.01781611496967375
56	3	0	68	0.029116930549785498	0.03098675336748529
68	3	0	80	0.04829814012806407	0.050985862010420394
80	3	0	92	0.07593470601174479	0.07820739194606142
92	1	0	98	0.0996581468231425	0.1027236444911925
98	3	0	110	0.1316294176804471	0.13624438299865746
110	3	0	122	0.1795748190530816	0.1839768566084706
122	1	0	0	0.010212172831329601	0.014104521628487944
0	1	0	6	0.04963198060900307	0.06120515595930523
6	2	0	15	0.16703407486063096	0.1852887118175791
15	2	0	24	0.35311156003041655	0.3599645517239571
24	1	0	30	0.42590048178365825	0.4339592228617495
30	2	0	39	0.5116039318834048	0.5187634676819975
39	3	0	51	0.5890901917872045	0.5941241974512663
51	1	0	57	0.10072276108123256	0.12526257857317005
57	1	0	63	1.3786646758586672e-05	0.03493435572635524
63	2	0	72	0.008804984290227342	0.03257523819151279
72	1	0	78	0.0023649637986927824	0.08020127400222254
78	1	0	84	0.10719683466641247	0.1360674936388281
84	1	0	90	0.39990244887936244	0.44149962331758824
90	3	0	102	0.8241153467289096	0.8252239373484068
102	1	0	108	0.8436376292160425	0.8444238015300137
108	3	0	120	0.8601003559149045	0.8605440041800019
120	2	0	1	0.8732695339049268	0.8734755671687064
1	3	0	13	0.8841715823663874	0.8842823662569765
13	0	0	16	0.894221637648767	0.8942874638396575
16	3	0	28	0.9039190904622942	0.9039522052387027
28	1	0	34	0.20736837917581266	0.2369950775530015
34	3	0	46	0.5087225888360617	0.5410869900037468
46	1	0	52	0.8407743439524372	0.8489698806040614
52	2	0	61	0.932050212594626	0.9320519099717601
61	2	0	70	0.9414820064302708	0.9414827575280519
70	1	0	76	0.9509995125334155	0.9510002599658524
76	3	0	88	0.9606131180381658	0.9606146555056565
88	2	0	97	0.9703318108212854	0.9703348327413254
97	3	0	109	0.9801636666885706	0.9801717922562835
109	1	0	115	0.990146386227979	0.9901653257976607
115	3	1	127	1.0003391736614105	1.0003907334236963
127	1	0	5	9.723904996413756e-07	4.526699498694072e-06
5	1	0	11	3.688432372744277e-05	0.00020275347273082875
11	2	0	20	0.0017127028421831338	0.0018684703005901354
20	3	0	32	0.0001932556304288051	0.0003732815537658309
32	2	0	41	0.0020136513775748112	0.0029327070027688066
41	1	0	47	0.011317381443954309	0.011949438681556578
47	2	0	56	0.01781611496967375	0.019102192056087416
56	3	0	68	0.03098675336748529	0.03293567836976838
68	3	0	80	0.050985862010420394	0.053629807612038435
80	3	0	92	0.07820739194606142	0.08055629355608335
92	1	0	98	0.1027236444911925	0.10593947395894035
98	3	0	110	0.13624438299865746	0.14083365350303031
110	0	0	113	0.006692195221442566	0.009715942168619943
113	2	0	122	0.03730269160930943	0.05593194190907565
122	2	0	3	0.22585373192623398	0.23137427439699473
3	0	0	6	0.03716388301327033	0.05179107718188363
6	2	0	15	0.1852887118175791	0.20239633125649295
15	2	0	24	0.3599645517239571	0.36693005961487457
24	1	0	30	0.4339592228617495	0.4419208838760923
30	2	0	39	0.5187634676819975	0.5257054164614732
39	3	0	51	0.5941241974512663	0.598654802548922
51	2	0	60	0.6458891398260839	0.6513415901442016
60	0	0	63	0.07097481697722367	0.09879928302377382
63	0	0	66	0.35274694691184355	0.3915559857992353
66	3	0	78	0.7483205411977384	0.7515612936613636
78	3	0	90	0.7886142079131216	0.7914499569193018
90	3	0	102	0.8252239373484068	0.8262994999650375
102	1	0	108	0.8444238015300137	0.8451752777908326
108	3	0	120	0.8605440041800019	0.8609636849117036
120	2	0	1	0.8734755671687064	0.8736719647112765
1	0	0	4	0.24342191930588278	0.2795905090379626
4	2	0	13	0.6112200167946277	0.638632474035291
13	2	0	22	0.40648191202272366	0.44227021932551436
22	1	0	28	0.7720858434854854	0.7853022829595747
28	3	0	40	0.9133840790165441	0.9133924382493012
40	3	0	52	0.922694617519308	0.9226982948545814
52	2	0	61	0.9320519099717601	0.9320535119698612
61	0	0	64	0.24923354194029	0.3062494648021349
64	1	0	70	0.8276694652108474	0.8390515444263821
70	1	0	76	0.9510002599658524	0.9510010848643271
76	3	0	88	0.9606146555056565	0.9606163383964821
88	2	0	97	0.9703348327413254	0.9703383569005649
97	0	0	100	0.6095137913136552	0.6435897827059038
100	2	0	109	0.9598724295314561	0.9619115538322789
109	1	0	115	0.9901653257976607	0.9901874758268405
115	3	1	127	1.0003907334236963	1.0004371372097536
127	2	0	8	9.437379065489218e-06	2.6392392342177438e-05
8	2	0	17	2.21323730474055e-15	2.5315705108636827e-05
17	3	0	29	0.00025571419299641327	0.0009138122372719306
29	3	0	41	0.006905752157324834	0.007398171371066452
41	1	0	47	0.011949438681556578	0.012645611826953574
47	2	0	56	0.019102192056087416	0.020452605009085745
56	3	0	68	0.03293567836976838	0.034951461486383346
68	3	0	80	0.053629807612038435	0.05624189991288684
80	3	0	92	0.08055629355608335	0.08298867212241011
92	1	0	98	0.10593947395894035	0.10928805825984632
98	3	0	110	0.14083365350303031	0.14496399695696588
110	3	0	122	0.1839768566084706	0.188485224112926
122	2	0	3	0.23137427439699473	0.2363427626206794
3	3	0	15	0.2838981380139813	0.2918344001144557
15	2	0	24	0.36693005961487457	0.37398722115712024
24	1	0	30	0.4419208838760923	0.4497736317181689
30	2	0	39	0.5257054164614732	0.5324017002676691
39	3	0	51	0.598654802548922	0.6032721397183057
51	2	0	60	0.6513415901442016	0.6562487954305075
60	0	0	63	0.09879928302377382	0.12768339731552072
63	0	0	66	0.3915559857992353	0.42680495529178675
66	3	0	78	0.7515612936613636	0.7547587100302381
78	3	0	90	0.7914499569193018	0.7941086117239103
90	2	0	99	0.03034059406824379	0.04375752534403776
99	2	0	108	0.16617162305675104	0.2347898655573346
108	3	0	120	0.8609636849117036	0.8613608409269496
120	2	0	1	0.8736719647112765	0.8738487224995896
1	3	0	13	0.8842823662569765	0.884388588551405
13	2	0	22	0.44227021932551436	0.4757881234059608
22	3	0	34	0.0	0.05356761201037094
34	3	0	46	0.5410869900037468	0.5710263091831742
46	0	0	49	0.03381390619361231	0.09212374422396113
49	1	0	55	0.0	0.07782514494769599
55	1	0	61	0.7861125752292523	0.8007081107016042
61	2	0	70	0.9414827575280519	0.9414835891768151
70	1	0	76	0.9510010848643271	0.9510019938791461
76	3	0	88	0.9606163383964821	0.9606182018899898
88	2	0	97	0.9703383569005649	0.9703415286438805
97	1	0	103	0.5272715705152055	0.5596385579190867
103	3	0	115	0.8595368126808258	0.8726264079965088
115	3	1	127	1.0004371372097536	1.0004789006172052
127	3	0	11	0.0008634053376464863	0.0009620433636402611
11	2	0	20	0.0018684703005901354	0.0020086610131564366
20	2	0	29	0.003303411541669848	0.003705489353238442
29	3	0	41	0.007398171371066452	0.00791026980482821
41	1	0	47	0.012645611826953574	0.013405858540157706
47	2	0	56	0.020452605009085745	0.021867539195329123
56	3	0	68	0.034951461486383346	0.03702426342912081
68	2	0	77	0.003793987621149	0.005616307546632967
77	0	0	80	0.022239582703018856	0.02823150297283557
80	2	0	89	0.000516727252292563	0.0016626103502887502
89	2	0	98	0.012096523466923671	0.025238306818970928
98	3	0	110	0.14496399695696588	0.14912763444844895
110	3	0	122	0.188485224112926	0.19303463520108066
122	2	0	3	0.2363427626206794	0.2416000919699426
3	3	0	15	0.2918344001144557	0.2996756949975651
15	2	0	24	0.37398722115712024	0.3811160885815069
24	1	0	30	0.4497736317181689	0.45750403687285124
30	2	0	39	0.5324017002676691	0.5388854720730144
39	3	0	51	0.6032721397183057	0.6079135564940954
51	2	0	60	0.6562487954305075	0.6606652801881828
60	3	0	72	0.041970100656499795	0.06242384292115799
72	2	0	81	0.2489974982859412	0.28593305863797375
